file,class,status
data\raw\hagrid\stop\1f82ac86-35ff-4f35-bb8c-510aae096ed3.jpg,stop,ok
data\raw\hagrid\stop\1faccc30-2dae-4861-8754-b459a1b5bd3f.jpg,stop,ok
data\raw\hagrid\stop\1fc9ce70-4564-4e17-99da-a18acfe9e3e9.jpg,stop,ok
data\raw\hagrid\stop\1fe7a881-beda-4108-bd28-d1c292cda7b5.jpg,stop,ok
data\raw\hagrid\stop\20024c7b-2444-477d-ad30-efea4eb6f3e2.jpg,stop,ok
data\raw\hagrid\stop\2020b9ed-21fd-4553-a7c7-62cdca751916.jpg,stop,ok
data\raw\hagrid\stop\204a5afd-5e2f-4b36-8c27-c27616f48aa8.jpg,stop,ok
data\raw\hagrid\stop\206b0977-6429-4e50-996f-8a175be3dc9b.jpg,stop,ok
data\raw\hagrid\stop\20995326-52a8-4bea-82c9-c80b8f5f7ed6.jpg,stop,ok
data\raw\hagrid\stop\20c683a6-4d7e-4381-b31f-9f0733d957ec.jpg,stop,failed_detection
data\raw\hagrid\stop\20f715d4-52e1-4c61-9ccf-cba974618f19.jpg,stop,ok
data\raw\hagrid\stop\21170001-608c-45b1-a8ed-45112e6f2356.jpg,stop,ok
data\raw\hagrid\stop\21472959-a6f8-4a11-9968-14c7552c2ab5.jpg,stop,ok
data\raw\hagrid\stop\21749912-dcfc-4c22-8387-7b40786bb105.jpg,stop,ok
data\raw\hagrid\stop\219754bd-4c61-40e7-ba7b-b68bbfc5c24e.jpg,stop,ok
data\raw\hagrid\stop\21c1a061-db7a-47c0-b212-a7b854a7a486.jpg,stop,ok
data\raw\hagrid\stop\21dd4fce-43a0-420e-83a7-af1204764673.jpg,stop,ok
data\raw\hagrid\stop\21fc70e2-a41f-4e54-aa51-6bca05052915.jpg,stop,ok
data\raw\hagrid\stop\221b03a1-1912-49bc-9f3d-1b5ed44e22da.jpg,stop,ok
data\raw\hagrid\stop\2245e328-7615-45c8-b905-5fa77b2b56e7.jpg,stop,ok
data\raw\hagrid\stop\225da0c6-fd65-4b47-921e-a48ca5606e9e.jpg,stop,ok
data\raw\hagrid\stop\2281bd80-8eff-429e-b512-8b29614cb2aa.jpg,stop,ok
data\raw\hagrid\stop\22b5c536-b55c-42af-9dbf-3b145e69adfe.jpg,stop,ok
data\raw\hagrid\stop\22cd939e-209b-4e2e-b763-7b6b167c9031.jpg,stop,ok
data\raw\hagrid\stop\22eb88ff-8627-4df0-a8b6-3cc435278c1e.jpg,stop,ok
data\raw\hagrid\stop\231b5354-9dbc-4cfd-a6b4-e3b8d3c467ab.jpg,stop,ok
data\raw\hagrid\stop\234655d1-50b1-4272-ba67-841d7d9d33f0.jpg,stop,ok
data\raw\hagrid\stop\2360ec2b-b41c-49ac-988a-1a0a47b5a190.jpg,stop,ok
data\raw\hagrid\stop\2373fce2-0c97-4b48-90ce-9cbaecdc7e11.jpg,stop,failed_detection
data\raw\hagrid\stop\23985931-62fb-4f71-965e-9049848451ce.jpg,stop,ok
data\raw\hagrid\stop\23b65c22-2a7b-4b2d-b373-6a90babf8377.jpg,stop,ok
data\raw\hagrid\stop\23e3ffa4-1fa3-49bf-90b0-0794d149570e.jpg,stop,ok
data\raw\hagrid\stop\23ffa27d-040d-41d3-acc1-2b6ecf86e0b9.jpg,stop,ok
data\raw\hagrid\stop\242609de-4e62-4786-96c6-a081a293cc1b.jpg,stop,ok
data\raw\hagrid\stop\2443370f-1c8d-4578-b887-3ae84b5b4e14.jpg,stop,ok
data\raw\hagrid\stop\2472256f-1c26-40b8-9a0e-a208204f474e.jpg,stop,ok
data\raw\hagrid\stop\24aea21a-86ae-460d-a67c-5b9ffc8b3473.jpg,stop,ok
data\raw\hagrid\stop\24d87d87-c95d-48fa-bbe7-73ffd96808a8.jpg,stop,ok
data\raw\hagrid\stop\25012922-e092-4183-83c3-e5578fb5331c.jpg,stop,ok
data\raw\hagrid\stop\25224005-da5a-4f5d-9f6a-4b4e0c81f136.jpg,stop,ok
data\raw\hagrid\stop\254d90be-1139-4483-8fdd-667af3a6ad6c.jpg,stop,ok
data\raw\hagrid\stop\256dc786-b715-4ad7-b10b-516b5b293224.jpg,stop,failed_detection
data\raw\hagrid\stop\258d5afd-e1e4-4d35-a9f2-a116dde0feca.jpg,stop,ok
data\raw\hagrid\stop\25afc93c-bdb5-48c0-bda3-696dbfa18735.jpg,stop,ok
data\raw\hagrid\stop\25de05e0-0ce9-4c84-ab72-c42107bb5f53.jpg,stop,ok
data\raw\hagrid\stop\2604df29-8ca5-47af-a4e2-28c9b9c427fc.jpg,stop,ok
data\raw\hagrid\stop\2620b8eb-f085-44dc-8626-0aa9cd851b86.jpg,stop,ok
data\raw\hagrid\stop\2634e242-6a46-452d-b868-b2bc8a0fddb3.jpg,stop,ok
data\raw\hagrid\stop\2668a362-8bf3-4922-bf76-8f5ed61d40af.jpg,stop,ok
data\raw\hagrid\stop\268376c3-5ba4-4d74-ad9f-bd874a3cc7ae.jpg,stop,ok
data\raw\hagrid\stop\26994e57-cafa-4e65-9547-4c587ed64835.jpg,stop,ok
data\raw\hagrid\stop\26c999a4-a429-4e6c-8c5d-e3ab963e8af4.jpg,stop,ok
data\raw\hagrid\stop\26f60101-f9a9-45ed-be9f-dce29e3b9c2b.jpg,stop,ok
data\raw\hagrid\stop\271f4c22-da21-4d2f-8cb1-8ed8146ecd10.jpg,stop,ok
data\raw\hagrid\stop\27457238-a2a0-4f13-87bb-10942788b166.jpg,stop,ok
data\raw\hagrid\stop\27751207-b582-4e0b-b7b8-abc94ee8c151.jpg,stop,ok
data\raw\hagrid\stop\27974ad5-9109-4935-96ad-4bac81e8ecad.jpg,stop,ok
data\raw\hagrid\stop\27bf2e1a-d88e-44bd-9cb0-1ea58a597574.jpg,stop,ok
data\raw\hagrid\stop\27e52934-ccc1-49a8-bd09-cf5518421a6c.jpg,stop,ok
data\raw\hagrid\stop\280849e9-098c-4fc3-be2c-2429781bed60.jpg,stop,ok
data\raw\hagrid\stop\2824f777-8daa-4ccc-ad81-9a150312d5ed.jpg,stop,ok
data\raw\hagrid\stop\283eb7dd-b4af-48d8-8c9e-1b41cf25e197.jpg,stop,failed_detection
data\raw\hagrid\stop\2863933d-c862-415e-a02b-49622f4f7341.jpg,stop,ok
data\raw\hagrid\stop\288a2d63-3ab4-40c4-9663-7c32292b73c6.jpg,stop,ok
data\raw\hagrid\stop\28b8a548-1a21-4566-836f-ca0b3c848b41.jpg,stop,ok
data\raw\hagrid\stop\28e09d54-37b5-47e3-8bc8-83ca7f003398.jpg,stop,ok
data\raw\hagrid\stop\290a03da-e02a-42c2-a352-363ed0145a72.jpg,stop,ok
data\raw\hagrid\stop\292dce6e-8deb-48b6-a407-d69d8cf8e5d6.jpg,stop,ok
data\raw\hagrid\stop\296026e9-35d4-44c0-8095-2fce2fa7eb51.jpg,stop,ok
data\raw\hagrid\stop\297f1d0c-823c-4be7-9860-4e2570863b26.jpg,stop,ok
data\raw\hagrid\stop\29ae5d08-aa26-475c-b966-5fb8947e8247.jpg,stop,ok
data\raw\hagrid\stop\29d6cde2-0677-4f5f-b27c-84f4206a6770.jpg,stop,ok
data\raw\hagrid\stop\29f0bd04-e56f-4ca1-89c6-541db8e3df2e.jpg,stop,failed_detection
data\raw\hagrid\stop\2a123e5c-8e88-48e6-830c-c764f9c53257.jpg,stop,ok
data\raw\hagrid\stop\2a444816-9c4d-494d-aafb-4680781a24d4.jpg,stop,ok
data\raw\hagrid\stop\2a67428e-d9a7-4466-b132-cff850f0c6df.jpg,stop,ok
data\raw\hagrid\stop\2a8502e3-8b1f-4aa9-958a-f0036e475204.jpg,stop,failed_detection
data\raw\hagrid\stop\2aa17d1a-f876-4e83-9776-0f041c1b70b2.jpg,stop,ok
data\raw\hagrid\stop\2ac2c5e6-3d7e-4cb1-9d72-ccbaaa50adf1.jpg,stop,ok
data\raw\hagrid\stop\2ae77b3a-4486-46e2-9d9c-b861991fa322.jpg,stop,ok
data\raw\hagrid\stop\2b00b1c2-067a-4425-8e50-d948bcd6ae0c.jpg,stop,ok
data\raw\hagrid\stop\2b2fe6ff-971e-4d50-9fb0-129c1a07a1e7.jpg,stop,ok
data\raw\hagrid\stop\2b521f61-7914-46d5-86b8-874b664076e9.jpg,stop,ok
data\raw\hagrid\stop\2b7c817a-6364-4c38-8e4d-a5c6bee4697f.jpg,stop,ok
data\raw\hagrid\stop\2b9d97b6-0427-43ff-8ac7-3963c5576e8c.jpg,stop,ok
data\raw\hagrid\stop\2bbfd777-b526-4e8d-bfca-f555ef9b56ca.jpg,stop,ok
data\raw\hagrid\stop\2bedd63c-38d6-4bf6-bf9b-8b4d206d0b09.jpg,stop,ok
data\raw\hagrid\stop\2c2c6835-1e74-40ab-afc0-b8c5d09cc52a.jpg,stop,ok
data\raw\hagrid\stop\2c5980ba-374f-435b-b061-620ff93c9019.jpg,stop,ok
data\raw\hagrid\stop\2c6c3218-a6e4-46fc-a614-637e963e48dc.jpg,stop,ok
data\raw\hagrid\stop\2c868e5f-9d73-4afe-8192-13d5ad73acf2.jpg,stop,ok
data\raw\hagrid\stop\2ca6815d-75b9-4c08-b86e-fea01c7573d3.jpg,stop,ok
data\raw\hagrid\stop\2cc6c347-701c-4226-b4dc-35bf7c561fe7.jpg,stop,ok
data\raw\hagrid\stop\2ce920e4-b787-4efd-9b16-3426ab952604.jpg,stop,ok
data\raw\hagrid\stop\2d043108-a377-49dc-bea1-d20cabfc120c.jpg,stop,failed_detection
data\raw\hagrid\stop\2d2f75f8-d72f-4a5f-8caf-fac4ff64ee67.jpg,stop,ok
data\raw\hagrid\stop\2d5afc95-6fb8-45f8-a117-d8488b828903.jpg,stop,ok
data\raw\hagrid\stop\2d6d4c86-a01b-4d36-994b-b11bba449c0d.jpg,stop,ok
data\raw\hagrid\stop\2d89f908-62da-40e5-8fea-7e8decb4ffc1.jpg,stop,ok
data\raw\hagrid\stop\2da14764-7dff-4bff-ad34-54879b53de8b.jpg,stop,ok
data\raw\hagrid\stop\2dc8eee5-1f2c-4bbe-b2b5-f7e678cb47d3.jpg,stop,ok
data\raw\hagrid\stop\2df2f10a-ca63-4683-9a57-b6d74a37bcc4.jpg,stop,ok
data\raw\hagrid\stop\2e1a426b-50f8-4289-ac6c-02d0553c5a69.jpg,stop,ok
data\raw\hagrid\stop\2e3c4a11-c1c4-4b8c-b141-c467115075bc.jpg,stop,failed_detection
data\raw\hagrid\stop\2e52945f-21fb-4f6f-b53a-4f08ee67417f.jpg,stop,ok
data\raw\hagrid\stop\2e89b6fe-5644-44bc-a4b6-39cb31d87e34.jpg,stop,ok
data\raw\hagrid\stop\2ebc9849-e3f8-4965-993f-f8aa587bb79d.jpg,stop,ok
data\raw\hagrid\stop\2ee0eb59-5a11-4a04-9788-479f9240b080.jpg,stop,ok
data\raw\hagrid\stop\2f186a95-14e3-4225-b673-77727510aebf.jpg,stop,ok
data\raw\hagrid\stop\2f476263-1473-4cf4-920c-b87efe222ef9.jpg,stop,ok
data\raw\hagrid\stop\2f7a0ed9-a940-4e1f-bf37-de28f98634a7.jpg,stop,ok
data\raw\hagrid\stop\2f945c08-741f-452f-8625-6d9c3aaf110a.jpg,stop,ok
data\raw\hagrid\stop\2fc638f6-3ecc-448a-876e-ceb31d442a5f.jpg,stop,ok
data\raw\hagrid\stop\2ff61a21-90c0-4f8c-9a41-5325dcc531fb.jpg,stop,ok
data\raw\hagrid\stop\30213c45-8872-44b3-b503-abc2018760fe.jpg,stop,ok
data\raw\hagrid\stop\3043afb5-817a-473a-8cef-3c4f2bdb2006.jpg,stop,ok
data\raw\hagrid\stop\3064687a-fdc5-44be-91a6-85534895f426.jpg,stop,failed_detection
data\raw\hagrid\stop\307be7f8-e987-403c-9aae-dcd1ed96b103.jpg,stop,ok
data\raw\hagrid\stop\309275e9-07d8-42ee-8787-8bc7e6876dbe.jpg,stop,ok
data\raw\hagrid\stop\30b8b597-98a1-4719-ac9b-4cae2ae9165b.jpg,stop,ok
data\raw\hagrid\stop\30da487e-09f7-45d6-9f43-9170d29484bb.jpg,stop,failed_detection
data\raw\hagrid\stop\31025250-e77c-45a1-af81-489ae1393379.jpg,stop,ok
data\raw\hagrid\stop\3120d0bb-0179-4819-a047-a2e35561b579.jpg,stop,ok
data\raw\hagrid\stop\315749be-be88-44bc-be69-13a9fb65db6c.jpg,stop,ok
data\raw\hagrid\stop\31749400-ab02-4764-8266-9dc65ded980f.jpg,stop,ok
data\raw\hagrid\stop\3195e0bd-81b5-435a-b1f5-acd749c984a1.jpg,stop,ok
data\raw\hagrid\stop\31b6bfd1-151d-4d84-80e2-0cb7a34591e0.jpg,stop,ok
data\raw\hagrid\stop\31d975fb-0159-4f76-b1ed-f47633c70b8f.jpg,stop,ok
data\raw\hagrid\stop\31f717a1-5a20-4bfa-8138-efdceab35208.jpg,stop,ok
data\raw\hagrid\stop\3218c251-8d43-460e-9268-24adc126757d.jpg,stop,failed_detection
data\raw\hagrid\stop\3237cd37-0fac-4770-af14-c1711716da0b.jpg,stop,ok
data\raw\hagrid\stop\327b0a2d-94e7-4805-8b48-4b29559e0c9c.jpg,stop,ok
data\raw\hagrid\stop\32986077-5be8-4176-b07f-2a82c81fa385.jpg,stop,ok
data\raw\hagrid\stop\32b8d987-37dd-49af-9548-e19ab5a548f3.jpg,stop,ok
data\raw\hagrid\stop\32dba6c0-f879-4a51-8781-ef9c4f510e40.jpg,stop,ok
data\raw\hagrid\stop\32fe80af-3d1d-4c0c-87c2-04f4dee84f0c.jpg,stop,ok
data\raw\hagrid\stop\331fe7fa-ea93-4256-bb5e-c856c480c2e8.jpg,stop,ok
data\raw\hagrid\stop\33409997-93c3-48c5-9dde-651e7841450a.jpg,stop,ok
data\raw\hagrid\stop\3365d2d0-8306-4340-83cb-48a349b3b465.jpg,stop,ok
data\raw\hagrid\stop\3381f04b-4e7a-42ab-8273-04663b667dc6.jpg,stop,ok
data\raw\hagrid\stop\33ae9205-a35c-485a-8a8c-b4470b8bf96b.jpg,stop,ok
data\raw\hagrid\stop\33d0b2ed-4e83-4c02-8615-469c9991415f.jpg,stop,failed_detection
data\raw\hagrid\stop\33e867fa-aed1-4bf2-9186-73cf3106f863.jpg,stop,ok
data\raw\hagrid\stop\3407dc42-eb83-4ccd-bce5-2fb77cb94286.jpg,stop,ok
data\raw\hagrid\stop\342ce8bb-a674-4180-87f6-5f6b6b93169e.jpg,stop,ok
data\raw\hagrid\stop\344d7cee-059b-445c-80ee-17e3e7aec42e.jpg,stop,failed_detection
data\raw\hagrid\stop\347ddaf6-e071-40be-9219-ecace0f3a8ee.jpg,stop,ok
data\raw\hagrid\stop\349e465f-de07-42ae-81fd-7d5ab555a505.jpg,stop,ok
data\raw\hagrid\stop\34da8df2-fa6d-4a89-a538-f287049f98de.jpg,stop,ok
data\raw\hagrid\stop\34fa6695-d7a5-4e72-a25f-5cc45ccd2e7e.jpg,stop,ok
data\raw\hagrid\stop\351e16d9-d216-447f-acc4-d6d5a3fd0aad.jpg,stop,ok
data\raw\hagrid\stop\353e7f7f-3fa6-46fb-ad4d-dd1108dde50a.jpg,stop,ok
data\raw\hagrid\stop\355dcd1b-dfe6-4c45-a5b2-0231efa6e6ff.jpg,stop,ok
data\raw\hagrid\stop\357def61-5315-4500-8c04-43c64744bb3f.jpg,stop,ok
data\raw\hagrid\stop\35a53039-8803-4050-a1fb-34a1ce715470.jpg,stop,ok
data\raw\hagrid\stop\35bcaae6-bade-401f-b221-a2b5929fcde4.jpg,stop,ok
data\raw\hagrid\stop\35e2edea-b956-4a31-99b9-907a9a655677.jpg,stop,ok
data\raw\hagrid\stop\360604cb-f5b2-4a7f-94af-5b94c9132008.jpg,stop,ok
data\raw\hagrid\stop\362f75ee-1328-4d7b-84fb-5db293af1e39.jpg,stop,failed_detection
data\raw\hagrid\stop\3656ee11-ff62-4604-a9a4-5168baa36fe4.jpg,stop,ok
data\raw\hagrid\stop\36775ff7-6ce4-4d8d-a9de-8a275122cd16.jpg,stop,ok
data\raw\hagrid\stop\369389b7-c203-449d-8f19-833333cea6c9.jpg,stop,ok
data\raw\hagrid\stop\36bdd87f-4354-4ee1-a249-67e71a455861.jpg,stop,ok
data\raw\hagrid\stop\36e0120c-c21f-4f21-90ef-13406fad7e1a.jpg,stop,ok
data\raw\hagrid\stop\36fdeae4-008c-43bf-8467-7b35fdc2bfec.jpg,stop,ok
data\raw\hagrid\stop\37294ba7-40ee-43d8-a828-3c1461f9edee.jpg,stop,ok
data\raw\hagrid\stop\37422b9c-fc6f-4d08-b5c2-fd5aab0c5eed.jpg,stop,ok
data\raw\hagrid\stop\37651e97-d289-47e9-8c52-9f59ada77deb.jpg,stop,ok
data\raw\hagrid\stop\3792736d-59eb-4cfe-837c-59932550af76.jpg,stop,ok
data\raw\hagrid\stop\37bbc059-f43e-4a0a-aedf-a0d184eb3977.jpg,stop,ok
data\raw\hagrid\stop\37dc640a-c607-493b-aaa0-a16cb4636bd5.jpg,stop,ok
data\raw\hagrid\stop\37fe4a55-e127-4fd6-b866-d675ffd542ed.jpg,stop,ok
data\raw\hagrid\stop\38251d69-1635-48da-baef-9346fc7a1c9f.jpg,stop,ok
data\raw\hagrid\stop\384b3a70-ef45-4029-8879-cb13ff8513ae.jpg,stop,ok
data\raw\hagrid\stop\38665640-2329-4013-8a4d-d581c7bfb91e.jpg,stop,ok
data\raw\hagrid\stop\387f1e3e-f626-467f-9b4c-c27653c97937.jpg,stop,ok
data\raw\hagrid\stop\38a84363-a88c-41fd-9dc7-2f931ea41729.jpg,stop,ok
data\raw\hagrid\stop\38bffe4d-b55f-4d52-b94c-ea21228c59a8.jpg,stop,ok
data\raw\hagrid\stop\38df0887-f007-42f0-a0d3-6a4e62767442.jpg,stop,ok
data\raw\hagrid\stop\390ba989-b85d-4e71-894f-d6b5f400b4e0.jpg,stop,ok
data\raw\hagrid\stop\392ae3e4-0700-4479-89ae-260474e53150.jpg,stop,ok
data\raw\hagrid\stop\3961ab68-e152-489f-a162-fea8a9ba9493.jpg,stop,ok
data\raw\hagrid\stop\398fcf34-36ce-4b9d-91b1-d156aa52cdf8.jpg,stop,ok
data\raw\hagrid\stop\39addda1-91ce-46fd-a1f7-6e5c15426cf2.jpg,stop,failed_detection
data\raw\hagrid\stop\39cc21dc-84db-4a15-99ff-6d84136ead37.jpg,stop,ok
data\raw\hagrid\stop\39ec3cd1-f20f-43df-9480-0100d5f47cbd.jpg,stop,ok
data\raw\hagrid\stop\3a21ce8c-c8e1-40b1-9c9b-8dfce9e7c69a.jpg,stop,ok
data\raw\hagrid\stop\3a488187-ab9c-4c8b-8380-a42d32d85264.jpg,stop,ok
data\raw\hagrid\stop\3a74bf28-4da6-4dc8-8e38-c685067c0b27.jpg,stop,ok
data\raw\hagrid\stop\3a9f04b4-28bb-4bda-b364-9fbf6fc836f7.jpg,stop,ok
data\raw\hagrid\stop\3abff7bb-b6d3-451e-ae55-8d5f186761a5.jpg,stop,ok
data\raw\hagrid\stop\3ae6e976-7bb0-4b64-975f-bc30ae80bb1d.jpg,stop,ok
data\raw\hagrid\stop\3b285d7c-8511-4a15-a32c-c1aca05ca393.jpg,stop,ok
data\raw\hagrid\stop\3b4ccb63-74a3-4996-b349-b6528a41262b.jpg,stop,failed_detection
data\raw\hagrid\stop\3b696103-970c-4c80-88c0-190c8da85616.jpg,stop,ok
data\raw\hagrid\stop\3b826aae-9b6b-4046-9f22-13ce95e30848.jpg,stop,ok
data\raw\hagrid\stop\3ba6e880-7aea-4df6-ad17-b778a048f5f2.jpg,stop,ok
data\raw\hagrid\stop\3bc83341-f0f5-484c-8936-09134b91cd0b.jpg,stop,failed_detection
data\raw\hagrid\stop\3bfd4557-ea5e-4b66-918a-31ddb78a8dee.jpg,stop,ok
data\raw\hagrid\stop\3c22cbd4-38e3-42bd-a82a-cf9ded8cdc95.jpg,stop,ok
data\raw\hagrid\stop\3c3e3225-33a7-40b2-bb9c-42b62fc6b7c6.jpg,stop,ok
data\raw\hagrid\stop\3c6b2590-b891-4ae0-8f85-6abe54683052.jpg,stop,ok
data\raw\hagrid\stop\3c8d72bc-4bf5-4df3-a786-f62b75f55daa.jpg,stop,ok
data\raw\hagrid\stop\3cb51a33-c2b8-4395-942d-08dc50e30a7f.jpg,stop,ok
data\raw\hagrid\stop\3cdfd42d-9468-4fc7-9c79-ade3e3e7fce6.jpg,stop,ok
data\raw\hagrid\stop\3d081c3b-9851-40ee-91b9-15dd6d2c3af8.jpg,stop,ok
data\raw\hagrid\stop\3d2bbb60-4f66-46fd-943a-70d98d81ff60.jpg,stop,ok
data\raw\hagrid\stop\3d4b0e7c-8172-4dcd-aa7c-4210f4512ef8.jpg,stop,ok
data\raw\hagrid\stop\3d65230d-5d1c-4153-8b31-7594b63d611a.jpg,stop,ok
data\raw\hagrid\stop\3da0601f-9752-45f7-a6f8-81346e255e32.jpg,stop,ok
data\raw\hagrid\stop\3dceeb60-345c-41de-8ba0-864351eadaa7.jpg,stop,ok
data\raw\hagrid\stop\3e09b3c2-e4c5-4af9-adce-ad766eec7d2d.jpg,stop,ok
data\raw\hagrid\stop\3e3e38ff-13b3-4abe-bc94-d703d0b0854e.jpg,stop,ok
data\raw\hagrid\stop\3e6111d6-36b2-4882-80fd-e641406be15e.jpg,stop,ok
data\raw\hagrid\stop\3e8d6dea-d581-4147-a175-29f748cdaa39.jpg,stop,ok
data\raw\hagrid\stop\3eaf245b-2bb9-4447-af5a-bfb3d07e9ee6.jpg,stop,ok
data\raw\hagrid\stop\3edcf980-45b0-4449-83cf-8bbb7eda42bf.jpg,stop,ok
data\raw\hagrid\stop\3ef37e0f-0d23-4e25-8f9a-e5c40581ac6c.jpg,stop,ok
data\raw\hagrid\stop\3f12665e-6a2b-4727-8d7f-731e38bb133a.jpg,stop,ok
data\raw\hagrid\stop\3f3c11b1-7b85-4fe1-99f9-d3da826f164a.jpg,stop,ok
data\raw\hagrid\stop\3f5fdd98-3018-4ffc-a2e0-0ded9e0c03c0.jpg,stop,failed_detection
data\raw\hagrid\stop\3f8fde12-34f6-45cb-a227-512fe57cacf7.jpg,stop,ok
data\raw\hagrid\stop\3fcec600-c15f-4590-b5f1-b861b7f0a4b4.jpg,stop,ok
data\raw\hagrid\stop\3fea57c4-7355-43d5-abaf-06c63a24a7fb.jpg,stop,ok
data\raw\hagrid\stop\40073bab-f4d7-4045-bfbe-02c85b9d7ab2.jpg,stop,ok
data\raw\hagrid\stop\403a123b-d4e4-4aab-95e0-aa51a753b306.jpg,stop,ok
data\raw\hagrid\stop\40562619-a50c-4463-8d5d-9bd829cfa1b8.jpg,stop,ok
data\raw\hagrid\stop\4081d2d2-d1df-4451-9053-cbbabdeace57.jpg,stop,ok
data\raw\hagrid\stop\40aad029-8492-4331-bd40-5e7c006d37b2.jpg,stop,failed_detection
data\raw\hagrid\stop\40c9695e-df5b-45dc-8850-08db60936b78.jpg,stop,ok
data\raw\hagrid\stop\40ed5f2b-ecda-4db2-93e6-92b3b496a003.jpg,stop,ok
data\raw\hagrid\stop\410af3c1-2053-468b-9cae-7c9bb8c0863e.jpg,stop,ok
data\raw\hagrid\stop\4130decf-7bde-446e-bfee-d44239120993.jpg,stop,ok
data\raw\hagrid\stop\415dc747-2546-4e13-a931-e9e6f6d65ad0.jpg,stop,failed_detection
data\raw\hagrid\stop\417a4817-a65f-4afd-adb1-08ce99663c54.jpg,stop,failed_detection
data\raw\hagrid\stop\41ac38e2-4dba-48f3-b5c8-da8d746b325f.jpg,stop,failed_detection
data\raw\hagrid\stop\41d1869f-50a2-4901-9606-68079750d1b6.jpg,stop,ok
data\raw\hagrid\stop\41f84f9f-79c2-4c42-b0f3-ad57991899df.jpg,stop,failed_detection
data\raw\hagrid\stop\421af8dc-f5bf-4ad9-824f-c3989303fe98.jpg,stop,ok
data\raw\hagrid\stop\4237da7c-73a6-4a16-b69d-17d9338c2204.jpg,stop,ok
data\raw\hagrid\stop\42605922-562b-4575-868d-3a1777d6da20.jpg,stop,ok
data\raw\hagrid\stop\42768b34-12cf-40e2-8634-15e311d2860f.jpg,stop,ok
data\raw\hagrid\stop\42992cf7-5e0e-4232-ac35-0941b787d4f4.jpg,stop,ok
data\raw\hagrid\stop\42d04210-3a9c-4f4e-919d-17581b40744d.jpg,stop,ok
data\raw\hagrid\stop\42f9707e-0df6-4404-9dbc-3bb83da02425.jpg,stop,ok
data\raw\hagrid\stop\43255c6b-dcc9-4101-9da8-ed9c11bab905.jpg,stop,ok
data\raw\hagrid\stop\4351ef58-7a3a-4c15-be6b-fca38c4a526c.jpg,stop,ok
data\raw\hagrid\stop\436d5c8f-1ca2-47fb-a7bf-16a54932cc0c.jpg,stop,ok
data\raw\hagrid\stop\439abe87-af2c-48ae-9020-9f9bdf20ef49.jpg,stop,ok
data\raw\hagrid\stop\43b9f701-30bb-4490-83bf-2b12bd946769.jpg,stop,ok
data\raw\hagrid\stop\43d96334-4a8a-4e27-912d-ed2d1b8ec2dc.jpg,stop,ok
data\raw\hagrid\stop\43fa9133-03b8-4f47-946a-de5143125696.jpg,stop,ok
data\raw\hagrid\stop\4418c470-efcf-43fd-8ee5-d1e01579e950.jpg,stop,ok
data\raw\hagrid\stop\443a9d98-5e6c-40b3-96fc-fc53e7af6fd4.jpg,stop,ok
data\raw\hagrid\stop\446534ec-48fd-44ae-b331-b9156cf47669.jpg,stop,ok
data\raw\hagrid\stop\44a916e1-e2ab-40f7-84ed-fd602fd14829.jpg,stop,ok
data\raw\hagrid\stop\44cf58b6-223f-4301-ba34-01fa3afd6835.jpg,stop,ok
data\raw\hagrid\stop\44f7781c-f452-4b4f-b7dc-4ba1a6b59c20.jpg,stop,ok
data\raw\hagrid\stop\45191a30-7fe5-4b27-b3e3-3c999366dd70.jpg,stop,ok
data\raw\hagrid\stop\4547d063-c0e7-4983-b2ea-e46e6bb36f86.jpg,stop,ok
data\raw\hagrid\stop\456ad5a5-4c16-4c10-92d6-36abae618e20.jpg,stop,ok
data\raw\hagrid\stop\458cc276-8ee8-4860-be83-9586c289b344.jpg,stop,ok
data\raw\hagrid\stop\45bf4a30-1356-416a-9dc2-3aff8814a3ca.jpg,stop,ok
data\raw\hagrid\stop\45e988cd-192e-4696-bc45-39694c88975d.jpg,stop,ok
data\raw\hagrid\stop\460c5510-2b42-40b3-9cdf-3552cda0c9d9.jpg,stop,ok
data\raw\hagrid\stop\4629e404-6a4b-48ae-9da8-26b184d238d2.jpg,stop,ok
data\raw\hagrid\stop\465048cd-1a7a-4d77-bd64-ebfa7ff13ba6.jpg,stop,ok
data\raw\hagrid\stop\46700eb1-71b5-4be9-b218-9f09c132261a.jpg,stop,ok
data\raw\hagrid\stop\46a0680d-abd3-4de0-b99f-c86c031bf275.jpg,stop,failed_detection
data\raw\hagrid\stop\46c24614-4dce-4c41-8968-76001b8f0127.jpg,stop,ok
data\raw\hagrid\stop\46e69b57-7faf-431d-a48e-55cd1e4214fe.jpg,stop,ok
data\raw\hagrid\stop\4712fb67-ff15-482b-b565-ddc15644e3a5.jpg,stop,ok
data\raw\hagrid\stop\47373a9b-d4bc-4ad1-ae78-01d06752f417.jpg,stop,ok
data\raw\hagrid\stop\476193f7-ecbc-42e7-9d4b-7f662fab3217.jpg,stop,ok
data\raw\hagrid\stop\47932491-b56d-48c7-9dc0-f09120c44460.jpg,stop,failed_detection
data\raw\hagrid\stop\47b65e25-a838-4514-8e49-834d99d4d666.jpg,stop,ok
data\raw\hagrid\stop\47dc0c21-902c-40bd-9dac-239ed26fdf76.jpg,stop,ok
data\raw\hagrid\stop\47fa33e2-408e-4dc8-a10c-9832e70f54f2.jpg,stop,ok
data\raw\hagrid\stop\4822a7f1-1c19-4e2d-96dc-fc67f7240e13.jpg,stop,ok
